"","iid","tr","ID_tr.x","begin.x","end.x","duration.x","belief_cost.x","kwh_led.x","kwh_cfl.x","yuan.x","belief_carbon.x","relative_1.x","relative_2.x","q1.x","q2.x","q3.x","q4.x","q5.x","q6.x","q7.x","q8.x","q9.x","q10.x","q11.x","q12.x","q13.x","q14.x","q15.x","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income.x","home.x","own_bulb.x","w_price.x","w_life.x","w_energy.x","w_carbon.x","w_light.x","w_hg.x","cc_belief.x","cc_support_1.x","cc_support_2.x","cc_support_3.x","cc_support_4.x","cc_support_5.x","cc_support_6.x","cc_action_1.x","cc_action_2.x","cc_action_3.x","cc_action_4.x","ideal.x","purpose.x","purpose_other.x","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2","ID_tr.y","begin.y","end.y","duration.y","地理位置国家和地区","地理位置省","地理位置市","belief_cost.y","kwh_led.y","kwh_cfl.y","yuan.y","belief_carbon.y","relative_1.y","relative_2.y","q1.y","q2.y","q3.y","q4.y","q5.y","q6.y","q7.y","q8.y","q9.y","q10.y","q11.y","q12.y","q13.y","q14.y","q15.y","income.y","home.y","own_bulb.y","w_price.y","w_life.y","w_energy.y","w_carbon.y","w_light.y","w_hg.y","cc_belief.y","cc_support_1.y","cc_support_2.y","cc_support_3.y","cc_support_4.y","cc_support_5.y","cc_support_6.y","cc_action_1.y","cc_action_2.y","cc_action_3.y","cc_action_4.y","ideal.y","purpose.y","purpose_other.y","switch_1_new"
"757","o34xe05cJg-oJ50_mmGlUZ3m5Y1U","M",279,"2021/1/7 17:51","2021/1/7 17:59",440,2,30,50,13,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,3,2,"",1,3,2,2,2,2,"中国","山东省","德州市","A.男",38,"D.大学本科",58,62,929,"2021/2/5 17:35","2021/2/5 17:38",210,"中国","山东省","济南市",1,9,18,36,2,NA,4,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,"",54
"758","o34xe05cXwdMW0cORMMWyYsGUk6g","M",37,"2021/1/7 17:15","2021/1/7 17:20",285,3,240,240,500,2,NA,6,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.3,1,1,1,1,1,3,1,3,1,2,2,2,1,3,2,1,1,1,2,3,2,"",2,3,2,2,1,2,"中国","河南省","濮阳市","B.女",57,"D.大学本科",50,50,545,"2021/2/5 17:15","2021/2/5 17:19",215,"中国","河南省","濮阳市",3,1,1,1,1,1,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,4,3,"",22
"759","o34xe05cyu66WIrwm55m1F3BRnDQ","M",216,"2021/1/7 17:39","2021/1/7 17:40",62,2,300,280,3000,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,8,"",1,1,1,1,1,2,"中国","江苏省","苏州市","B.女",28,"D.大学本科",62,62,1008,"2021/2/5 17:41","2021/2/5 17:43",120,"中国","江苏省","苏州市",1,800,300,400,1,6,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,"",30
"760","o34xe05D-Bq_dFtzZugf5j1nSxeM","C",323,"2021/1/7 18:13","2021/1/7 18:15",108,2,50,30,43,1,1,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,20,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,7,7,"",1,2,1,1,2,1,"中国","湖南省","长沙市","A.男",59,"D.大学本科",10,18,39,"2021/2/5 17:09","2021/2/5 17:10",89,"中国","湖南省","常德市",2,130,120,35,2,NA,3,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2e+05,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,6,7,"",54
"761","o34xe05d10M5avgh_Sdbm39NOVSQ","C",146,"2021/1/7 17:22","2021/1/7 17:28",327,3,87.6,87.6,0,1,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,3,4,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,7,"",2,2,2,2,2,2,"中国","河北省","保定市","A.男",22,"D.大学本科",34,34,1398,"2021/2/5 18:53","2021/2/5 18:56",206,"中国","河北省","保定市",3,87.6,87.6,50,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,9,"",30
"762","o34xe05dACAwFZmM4fwbQF1lzCbA","M",338,"2021/1/7 18:31","2021/1/7 18:36",274,2,20,60,40,2,NA,5,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,1,1,3,2,3,3,2,2,2,2,1,2,2,3,3,1,1,2,3,4,8,"",2,2,2,2,2,2,"中国","四川省","成都市","A.男",33,"D.大学本科",38,38,514,"2021/2/5 17:14","2021/2/5 17:18",250,"中国","四川省","",2,100,150,60,2,NA,6,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,10,2,1,3,2,3,3,3,2,2,2,1,2,2,3,2,2,2,2,3,4,2,"",42
"763","o34xe05DPdl5R914L7Am1baoJWv0","M",311,"2021/1/7 18:09","2021/1/7 18:16",418,1,35,65,53,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,1,1,3,1,2,3,2,1,3,2,1,4,3,3,3,3,5,11,"想加税",2,3,3,3,2,3,"中国","广西壮族自治区","桂林市","B.女",38,"B.高中/中专/技校",62,62,1078,"2021/2/5 17:44","2021/2/5 17:50",362,"中国","广西壮族自治区","桂林市",2,39,59,20,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,2,2,2,1,2,2,2,2,2,2,2,4,1,2,2,4,3,11,"加税",62
"764","o34xe05eXFfdu7TXcwXUEtA_XM0M","M",383,"2021/1/7 19:40","2021/1/7 19:51",680,2,876,876,876,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,2,1,1,1,2,1,1,2,3,4,1,1,2,4,7,8,"",1,3,1,1,2,1,"中国","山西省","","B.女",39,"E.硕士及以上",62,62,1740,"2021/2/6 8:31","2021/2/6 8:41",648,"中国","山西省","",2,80,90,100,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,2,4,9,"",62
"765","o34xe05F_BvmQ1FKqXtDR1LAFids","C",324,"2021/1/7 18:07","2021/1/7 18:15",460,3,200,220,300,2,NA,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,2,1,1,1,1,1,2,2,2,3,2,3,3,1,1,1,2,2,5,"",2,2,1,2,1,2,"中国","广东省","","B.女",27,"A.初中及以下",38,38,1135,"2021/2/5 17:52","2021/2/5 17:58",335,"中国","广东省","",1,1258,1352,100,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,2,6,3,"",50
"767","o34xe05f3j02tB0mcLm_D2Xvg9Z8","E",414,"2021/1/7 20:39","2021/1/7 20:52",784,2,80,90,6,2,NA,9,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,2,2,1,2,3,2,1,1,1,2,2,2,2,2,1,1,1,2,4,8,"",2,3,2,2,2,2,"中国","上海市","上海市","B.女",70,"A.初中及以下",50,50,1438,"2021/2/5 19:07","2021/2/5 19:12",269,"中国","上海市","上海市",2,90,95,10,2,NA,5,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,50000,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,4,8,"",50
"768","o34xe05FCqDXLQ4Uio5KnEGn3xoQ","C",198,"2021/1/7 17:26","2021/1/7 17:34",478,1,21.6,36,100,1,3,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,10,3,4,1,2,1,1,2,1,1,1,2,1,1,2,3,2,2,1,2,6,9,"",1,2,2,2,1,2,"中国","浙江省","杭州市","B.女",31,"C.大学专科",2,6,769,"2021/2/5 17:22","2021/2/5 17:28",368,"中国","江苏省","南京市",1,87.6,94,6.4,2,NA,3,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,7,3,4,3,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,3,9,"",30
"769","o34xe05g7FGOVj2OexbBjJCWtPuA","C",402,"2021/1/7 19:58","2021/1/7 20:06",451,2,100,120,20,2,NA,2,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,4,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,3,4,5,"",2,3,3,2,2,2,"中国","河南省","安阳市","B.女",27,"D.大学本科",50,50,1812,"2021/2/7 0:04","2021/2/7 0:05",79,"中国","河南省","周口市",3,50,500,60,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,9,"",2
"770","o34xe05GtHkYBSPgx6KrNqd0XUhg","C",60,"2021/1/7 17:18","2021/1/7 17:22",221,2,100,200,50,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,"",1,1,1,1,1,2,"日本","","","B.女",24,"E.硕士及以上",34,2,869,"2021/2/5 17:16","2021/2/5 17:34",1073,"中国","甘肃省","",2,100,120,50,1,4,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,10,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,"",30
"771","o34xe05hGu4UAzItcfnv2AIfK-x4","C",40,"2021/1/7 17:16","2021/1/7 17:21",286,2,10,100,90,1,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,"",1,1,1,1,1,1,"中国","河北省","邯郸市","A.男",35,"B.高中/中专/技校",62,62,395,"2021/2/5 17:08","2021/2/5 17:16",442,"中国","河北省","邯郸市",2,20,40,20,1,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,50,1,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,8,"",26
"772","o34xe05HmkDQyOlWZOq2yNTXNr-M","E",124,"2021/1/7 17:17","2021/1/7 17:26",526,2,50,100,25,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,1,2,2,1,2,3,1,2,2,2,2,2,3,3,1,2,1,2,4,11,"对全球变暖的问题提高认知",3,2,2,2,2,2,"中国","河北省","衡水市","B.女",44,"D.大学本科",34,50,354,"2021/2/5 17:08","2021/2/5 17:15",380,"中国","河北省","石家庄市",1,10,10,3,2,NA,2,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,2,2,2,3,1,2,2,2,2,2,3,3,1,1,1,2,4,7,"",58
"773","o34xe05hPUkXneZsoupSww0r6hkE","M",412,"2021/1/7 21:28","2021/1/7 21:33",316,1,240,300,500,1,5,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,1,2,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,5,4,"",1,2,1,1,2,1,"中国","广东省","","B.女",24,"D.大学本科",42,22,1354,"2021/2/5 18:42","2021/2/5 18:44",129,"中国","广东省","",2,480,50,60,2,NA,5,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,1,2,1,2,3,3,2,2,2,3,2,1,1,1,2,2,2,1,4,3,"",46
"774","o34xe05IaiH7_PJjIZerQ4GO9vhE","M",366,"2021/1/7 19:09","2021/1/7 19:26",1044,2,100,500,200,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,2,3,2,2,3,2,2,1,1,2,2,2,1,3,1,2,2,4,3,2,"",2,2,4,2,3,2,"中国","福建省","福州市","B.女",42,"D.大学本科",62,62,1075,"2021/2/5 17:43","2021/2/5 17:50",450,"中国","福建省","福州市",2,12,48,50,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,3,4,3,"",62
"776","o34xe05iQ6hKDsNbHgFk_5iRNeME","C",301,"2021/1/7 17:16","2021/1/7 18:04",2902,2,8.76,87.6,40,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,15,2,1,3,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,3,3,1,"",2,2,2,2,1,1,"中国","广东省","","A.男",30,"C.大学专科",62,58,983,"2021/2/5 17:38","2021/2/5 17:42",189,"中国","广东省","",2,8,72,70,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,4,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,4,4,9,"",62
"777","o34xe05iv1UlSXzy1uvBMz9s65kg","M",16,"2021/1/7 17:16","2021/1/7 17:18",126,3,1,1,1,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,"",2,2,2,2,2,2,"中国","福建省","","A.男",52,"D.大学本科",10,30,966,"2021/2/5 17:39","2021/2/5 17:40",60,"中国","福建省","福州市",2,100,100,200,2,NA,3,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,10,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,9,"",26
"778","o34xe05j3kO1JEzET78DRfBWKcBc","E",376,"2021/1/7 17:40","2021/1/7 19:06",5192,2,300,400,600,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20,1,1,2,2,2,3,2,1,2,2,2,2,3,4,4,2,2,2,4,4,1,"",3,3,3,2,3,2,"中国","陕西省","西安市","A.男",35,"D.大学本科",62,38,607,"2021/2/5 17:15","2021/2/5 17:21",346,"中国","陕西省","西安市",3,100,100,10,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,20,1,1,2,1,2,3,2,2,2,2,4,3,3,4,4,1,2,2,4,4,9,"",42
"780","o34xe05L3munshQiFRbSQ5gM7768","M",154,"2021/1/7 17:18","2021/1/7 17:30",754,2,10000,2000,1e+05,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,1,2,2,1,1,1,2,2,3,2,2,4,1,1,1,3,4,8,"",2,3,3,2,3,3,"中国","河北省","唐山市","B.女",23,"C.大学专科",62,62,910,"2021/2/5 17:33","2021/2/5 17:37",243,"中国","河北省","唐山市",1,1000,500,5000,1,5,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,3,2,2,1,1,2,1,2,2,1,2,2,3,3,3,1,1,1,4,4,9,"",2
"781","o34xe05L4tJOpKYmr2_AmqXzio04","E",68,"2021/1/7 17:18","2021/1/7 17:23",307,1,300,280,10,1,2,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,2,2,2,2,3,1,2,1,1,2,2,2,1,3,1,1,2,2,3,7,"",2,3,3,1,1,1,"中国","河南省","","B.女",37,"A.初中及以下",30,30,984,"2021/2/5 17:39","2021/2/5 17:42",141,"中国","河南省","",1,600,600,50,1,2,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,1,1,1,1,1,1,3,2,2,2,2,2,1,1,1,1,4,3,"",62
"782","o34xe05LMQwn96khrB8vP-Psn6U4","M",454,"2021/1/8 11:52","2021/1/8 12:19",1651,2,7.3,21.9,48.18,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,4,3,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,4,3,"",2,2,2,2,2,2,"中国","上海市","上海市","B.女",37,"B.高中/中专/技校",62,62,1433,"2021/2/5 18:59","2021/2/5 19:09",612,"中国","湖北省","武汉市",2,7.3,21.9,48.18,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.5,3,4,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,9,"",62
"783","o34xe05lNx6TcysqLJ48tHKR7qmI","M",222,"2021/1/7 17:17","2021/1/7 17:41",1418,2,10,20,55,2,NA,3,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,18,1,1,2,2,2,3,1,2,2,2,2,2,2,3,3,2,2,3,2,6,9,"",2,3,2,2,2,2,"中国","北京市","北京市","A.男",49,"D.大学本科",26,26,856,"2021/2/5 17:14","2021/2/5 17:33",1176,"中国","北京市","北京市",2,10,25,38,2,NA,3,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,18,1,1,2,2,3,3,2,3,2,2,1,2,2,3,3,2,2,2,2,5,9,"",26
"784","o34xe05lZKTQOlMJ-3b4Mvxepgw4","E",201,"2021/1/7 17:22","2021/1/7 17:35",804,2,0.24,100,80,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,3,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,4,11,"",1,2,2,2,1,1,"中国","北京市","北京市","B.女",53,"B.高中/中专/技校",62,62,1187,"2021/2/5 17:55","2021/2/5 18:04",538,"中国","北京市","北京市",2,0.012,0.024,20,2,NA,1,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,15,1,1,3,2,1,2,3,2,1,1,1,1,1,1,1,1,2,1,1,3,11,"",54
"785","o34xe05M5rwa-Bct8UIi0Ywmbuzg","E",327,"2021/1/7 17:57","2021/1/7 18:18",1280,3,350,100,100,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,4,3,"",1,2,3,2,2,2,"中国","上海市","上海市","B.女",53,"D.大学本科",62,62,976,"2021/2/5 17:28","2021/2/5 17:41",800,"中国","上海市","上海市",2,200,240,240,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10000,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,9,"",62
"786","o34xe05miCXQ6A8Rj8whnd5fAT7M","E",152,"2021/1/7 17:27","2021/1/7 17:29",104,2,50,50,1,2,NA,6,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0.5,1,1,1,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8,"",2,2,2,2,2,2,"中国","吉林省","","A.男",32,"E.硕士及以上",50,26,35,"2021/2/5 17:08","2021/2/5 17:10",117,"中国","吉林省","白城市",2,50,50,100,2,NA,6,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,4,1,1,1,4,2,5,"",30
"787","o34xe05mWd3JEMhg3EmrsY0Oc9e0","C",52,"2021/1/7 17:16","2021/1/7 17:22",308,1,300,100,200,1,1,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,2,2,2,3,3,1,2,2,2,2,3,3,3,2,3,2,3,4,9,"",2,3,2,2,3,3,"中国","安徽省","合肥市","A.男",39,"D.大学本科",2,2,152,"2021/2/5 17:08","2021/2/5 17:12",207,"中国","安徽省","合肥市",1,400,200,500,3,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,10,1,2,2,2,2,3,3,1,2,1,2,2,2,3,3,2,2,1,3,4,1,"",22
"790","o34xe05NDnrsrwM3h9scmMeo_7YE","E",343,"2021/1/7 17:17","2021/1/7 18:28",4231,3,200,150,200,2,NA,3,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,5,5,"",2,2,2,2,2,2,"中国","江西省","","A.男",54,"A.初中及以下",18,2,1081,"2021/2/5 17:45","2021/2/5 17:50",352,"中国","江西省","",2,2,4,2,2,NA,4,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,2,2,2,2,2,1,2,2,2,2,3,3,2,2,1,3,4,9,"",58
"792","o34xe05nrDpJY301zIdvq4YEP2TU","E",418,"2021/1/7 20:55","2021/1/7 21:00",319,2,70000,70000,35000,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,3,9,"",2,2,2,2,2,2,"中国","黑龙江省","","B.女",42,"D.大学本科",62,62,1119,"2021/2/5 17:51","2021/2/5 17:55",276,"中国","黑龙江省","哈尔滨市",1,100,50,25,2,NA,5,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,1,1,2,2,1,1,1,1,1,1,1,2,1,3,3,1,2,1,1,3,3,"",58
"793","o34xe05Ny5BWzN_D-xDWqElxNyaQ","M",282,"2021/1/7 17:55","2021/1/7 17:59",295,2,10,20,10,2,NA,4,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,12,2,1,2,2,2,3,3,3,2,2,2,2,1,2,3,2,3,3,3,4,8,"",2,2,2,3,3,3,"中国","内蒙古自治区","包头市","A.男",40,"B.高中/中专/技校",54,58,1235,"2021/2/5 18:11","2021/2/5 18:14",215,"中国","内蒙古自治区","包头市",2,10,30,20,2,NA,5,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,2,1,2,2,1,3,2,2,2,2,3,3,2,3,2,2,2,3,3,3,2,"",58
"795","o34xe05O3_gxQ5du6FlIQiYdyxoE","E",445,"2021/1/8 2:04","2021/1/8 2:17",752,2,1500,3000,1500,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,2,1,1,2,2,2,3,2,2,4,1,1,1,1,5,11,"",2,2,2,2,1,1,"中国","广东省","江门市","A.男",34,"B.高中/中专/技校",62,62,1614,"2021/2/5 21:15","2021/2/5 21:20",297,"中国","广东省","江门市",2,60,120,500,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,2,2,1,1,2,2,3,2,1,3,1,1,1,1,5,9,"",62
"796","o34xe05pIVixc9zt7tMYzjVbBZ50","E",64,"2021/1/7 17:17","2021/1/7 17:23",368,3,50,60,120,2,NA,2,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,6,11,"测试人们对于灯泡的碳排放量及人们使用的东西碳排放量对于全球变暖的影响",1,1,2,3,2,4,"中国","四川省","宜宾市","B.女",41,"C.大学专科",58,62,1586,"2021/2/5 20:41","2021/2/5 20:45",275,"中国","四川省","成都市",3,50,50,20000,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,0.9,1,1,3,3,3,3,1,3,1,2,2,2,2,2,2,1,1,1,1,4,5,"",10
